,Words,TF,IDF,TF-IDF
401,reason,1.0,2.995732273553991,2.995732273553991
402,wont,1.0,2.995732273553991,2.995732273553991
403,got,1.0,2.302585092994046,2.302585092994046
404,couple,1.0,2.995732273553991,2.995732273553991
405,conducted,1.0,2.995732273553991,2.995732273553991
406,nowbut,1.0,2.995732273553991,2.995732273553991
407,allowing,1.0,2.995732273553991,2.995732273553991
408,disappointments,1.0,2.995732273553991,2.995732273553991
409,encourage,1.0,2.995732273553991,2.995732273553991
410,treat,1.0,2.302585092994046,2.302585092994046
411,employee,1.0,2.995732273553991,2.995732273553991
412,outstanding,1.0,2.995732273553991,2.995732273553991
413,advance,1.0,2.995732273553991,2.995732273553991
414,problemthe,1.0,2.995732273553991,2.995732273553991
415,usewhat,1.0,2.995732273553991,2.995732273553991
416,request,1.0,2.302585092994046,2.302585092994046
417,careful,1.0,2.995732273553991,2.995732273553991
418,motto,1.0,2.995732273553991,2.995732273553991
419,free,1.0,2.995732273553991,2.995732273553991
420,situationthey,1.0,2.995732273553991,2.995732273553991
421,ago,1.0,2.995732273553991,2.995732273553991
422,badly,1.0,2.995732273553991,2.995732273553991
423,anyonethey,1.0,2.995732273553991,2.995732273553991
424,much,1.0,2.995732273553991,2.995732273553991
425,credittheve,1.0,2.995732273553991,2.995732273553991
426,pray,1.0,2.995732273553991,2.995732273553991
427,late,5.0,2.302585092994046,11.51292546497023
428,around,2.0,2.302585092994046,4.605170185988092
429,already,2.0,2.995732273553991,5.991464547107982
430,supervisor,2.0,2.995732273553991,5.991464547107982
431,waived,2.0,2.995732273553991,5.991464547107982
432,2020,2.0,2.995732273553991,5.991464547107982
433,god,1.0,2.995732273553991,2.995732273553991
434,borrow,1.0,2.995732273553991,2.995732273553991
435,friend,1.0,2.995732273553991,2.995732273553991
436,getting,1.0,2.995732273553991,2.995732273553991
437,waiting,1.0,2.995732273553991,2.995732273553991
438,learning,1.0,2.995732273553991,2.995732273553991
439,charged,1.0,2.995732273553991,2.995732273553991
440,finally,1.0,2.995732273553991,2.995732273553991
441,valued,1.0,2.995732273553991,2.995732273553991
442,mention,1.0,2.995732273553991,2.995732273553991
443,forgot,1.0,2.995732273553991,2.995732273553991
444,70115,1.0,2.995732273553991,2.995732273553991
445,made,1.0,2.995732273553991,2.995732273553991
446,grace,1.0,2.995732273553991,2.995732273553991
447,morning,1.0,2.995732273553991,2.995732273553991
448,find,1.0,2.995732273553991,2.995732273553991
449,stress,1.0,2.995732273553991,2.995732273553991
450,next,1.0,2.995732273553991,2.995732273553991
451,thanks,1.0,2.995732273553991,2.995732273553991
452,almost,1.0,2.995732273553991,2.995732273553991
453,am,1.0,0.5108256237659907,0.5108256237659907
454,along,1.0,2.995732273553991,2.995732273553991
455,29,1.0,2.995732273553991,2.995732273553991
456,speak,1.0,2.995732273553991,2.995732273553991
457,informed,1.0,2.995732273553991,2.995732273553991
458,40,1.0,2.302585092994046,2.302585092994046
459,appeared,1.0,2.995732273553991,2.995732273553991
460,appreciate,1.0,2.995732273553991,2.995732273553991
461,family,1.0,2.995732273553991,2.995732273553991
